plant_name,product_id,product_name,date,production_quantity_plan,production_quantity_result,shipped_quantity
埼玉工場,GSN,牛すじ煮込みカレー,2025/1/1,70000,69998,70000
埼玉工場,GSN,牛すじ煮込みカレー,2025/2/1,70000,70000,60000
埼玉工場,GSN,牛すじ煮込みカレー,2025/3/1,70000,69999,40000
埼玉工場,GSN,牛すじ煮込みカレー,2025/4/1,70000,70000,100000
埼玉工場,GSN,牛すじ煮込みカレー,2025/5/1,70000,69995,60000
埼玉工場,GSN,牛すじ煮込みカレー,2025/6/1,70000,69999,80000
埼玉工場,GSN,牛すじ煮込みカレー,2025/7/1,70000,69997,60000
埼玉工場,GSN,牛すじ煮込みカレー,2025/8/1,70000,69995,100000
埼玉工場,GSN,牛すじ煮込みカレー,2025/9/1,70000,69996,50000
埼玉工場,GSN,牛すじ煮込みカレー,2025/10/1,70000,69995,50000
埼玉工場,GSN,牛すじ煮込みカレー,2025/11/1,70000,69998,50000
埼玉工場,GSN,牛すじ煮込みカレー,2025/12/1,70000,69997,60000
静岡工場,UMC,うまうまカレー,2023/1/1,0,0,0
静岡工場,UMC,うまうまカレー,2023/2/1,0,0,10000
静岡工場,UMC,うまうまカレー,2023/3/1,0,0,20000
静岡工場,UMC,うまうまカレー,2023/4/1,0,0,10000
静岡工場,UMC,うまうまカレー,2023/5/1,0,0,0
静岡工場,UMC,うまうまカレー,2023/6/1,0,0,0
静岡工場,UMC,うまうまカレー,2023/7/1,0,0,0
静岡工場,UMC,うまうまカレー,2023/8/1,0,0,0
静岡工場,UMC,うまうまカレー,2023/9/1,0,0,0
静岡工場,UMC,うまうまカレー,2023/10/1,0,0,0
静岡工場,UMC,うまうまカレー,2023/11/1,0,0,0
静岡工場,UMC,うまうまカレー,2023/12/1,0,0,0
静岡工場,UMC,うまうまカレー,2024/1/1,30000,29998,30000
静岡工場,UMC,うまうまカレー,2024/2/1,30000,29995,10000
静岡工場,UMC,うまうまカレー,2024/3/1,30000,29997,30000
静岡工場,UMC,うまうまカレー,2024/4/1,30000,29999,10000
静岡工場,UMC,うまうまカレー,2024/5/1,30000,29996,20000
静岡工場,UMC,うまうまカレー,2024/6/1,30000,29997,20000
静岡工場,UMC,うまうまカレー,2024/7/1,30000,29996,10000
静岡工場,UMC,うまうまカレー,2024/8/1,30000,30000,50000
静岡工場,UMC,うまうまカレー,2024/9/1,30000,29995,10000
静岡工場,UMC,うまうまカレー,2024/10/1,30000,30000,0
静岡工場,UMC,うまうまカレー,2024/11/1,30000,29996,30000
静岡工場,UMC,うまうまカレー,2024/12/1,30000,29997,40000
静岡工場,UMC,うまうまカレー,2025/1/1,10000,9998,50000
静岡工場,UMC,うまうまカレー,2025/2/1,10000,10000,0
静岡工場,UMC,うまうまカレー,2025/3/1,10000,9998,30000
静岡工場,UMC,うまうまカレー,2025/4/1,10000,9995,20000
静岡工場,UMC,うまうまカレー,2025/5/1,10000,9998,10000
静岡工場,UMC,うまうまカレー,2025/6/1,10000,10000,10000
静岡工場,UMC,うまうまカレー,2025/7/1,10000,9999,0
静岡工場,UMC,うまうまカレー,2025/8/1,10000,9998,30000
静岡工場,UMC,うまうまカレー,2025/9/1,10000,9999,0
静岡工場,UMC,うまうまカレー,2025/10/1,10000,9997,10000
静岡工場,UMC,うまうまカレー,2025/11/1,10000,10000,10000
静岡工場,UMC,うまうまカレー,2025/12/1,10000,9996,30000
静岡工場,KMC,コクメロカレー,2023/1/1,0,0,10000
静岡工場,KMC,コクメロカレー,2023/2/1,0,0,20000
静岡工場,KMC,コクメロカレー,2023/3/1,0,0,10000
静岡工場,KMC,コクメロカレー,2023/4/1,0,0,10000
静岡工場,KMC,コクメロカレー,2023/5/1,0,0,20000
静岡工場,KMC,コクメロカレー,2023/6/1,0,0,10000
静岡工場,KMC,コクメロカレー,2023/7/1,0,0,20000
静岡工場,KMC,コクメロカレー,2023/8/1,0,0,0
静岡工場,KMC,コクメロカレー,2023/9/1,0,0,0
静岡工場,KMC,コクメロカレー,2023/10/1,0,0,0
静岡工場,KMC,コクメロカレー,2023/11/1,0,0,0
静岡工場,KMC,コクメロカレー,2023/12/1,0,0,0
静岡工場,KMC,コクメロカレー,2024/1/1,50000,49997,40000
静岡工場,KMC,コクメロカレー,2024/2/1,50000,49997,60000
静岡工場,KMC,コクメロカレー,2024/3/1,50000,49999,40000
静岡工場,KMC,コクメロカレー,2024/4/1,50000,50000,30000
静岡工場,KMC,コクメロカレー,2024/5/1,50000,49998,30000
静岡工場,KMC,コクメロカレー,2024/6/1,50000,49996,40000
静岡工場,KMC,コクメロカレー,2024/7/1,50000,50000,60000
静岡工場,KMC,コクメロカレー,2024/8/1,50000,49996,40000
静岡工場,KMC,コクメロカレー,2024/9/1,50000,49997,50000
静岡工場,KMC,コクメロカレー,2024/10/1,50000,49999,50000
静岡工場,KMC,コクメロカレー,2024/11/1,50000,50000,60000
静岡工場,KMC,コクメロカレー,2024/12/1,50000,49997,50000
静岡工場,KMC,コクメロカレー,2025/1/1,40000,39998,50000
静岡工場,KMC,コクメロカレー,2025/2/1,40000,39998,30000
静岡工場,KMC,コクメロカレー,2025/3/1,40000,39997,50000
静岡工場,KMC,コクメロカレー,2025/4/1,40000,39999,50000
静岡工場,KMC,コクメロカレー,2025/5/1,40000,39997,50000
静岡工場,KMC,コクメロカレー,2025/6/1,40000,39999,40000
静岡工場,KMC,コクメロカレー,2025/7/1,40000,39997,40000
静岡工場,KMC,コクメロカレー,2025/8/1,40000,39998,50000
静岡工場,KMC,コクメロカレー,2025/9/1,40000,39995,30000
静岡工場,KMC,コクメロカレー,2025/10/1,40000,39998,40000
静岡工場,KMC,コクメロカレー,2025/11/1,40000,39997,40000
静岡工場,KMC,コクメロカレー,2025/12/1,40000,39997,60000
静岡工場,SFC,スノーフレークカレー,2023/1/1,20000,20000,6000
静岡工場,SFC,スノーフレークカレー,2023/2/1,20000,19996,7000
静岡工場,SFC,スノーフレークカレー,2023/3/1,20000,20000,7000
静岡工場,SFC,スノーフレークカレー,2023/4/1,20000,19995,11000
静岡工場,SFC,スノーフレークカレー,2023/5/1,20000,19996,12000
静岡工場,SFC,スノーフレークカレー,2023/6/1,20000,19996,8000
静岡工場,SFC,スノーフレークカレー,2023/7/1,20000,19997,9000
静岡工場,SFC,スノーフレークカレー,2023/8/1,20000,20000,12000
静岡工場,SFC,スノーフレークカレー,2023/9/1,20000,20000,8000
静岡工場,SFC,スノーフレークカレー,2023/10/1,20000,20000,13000
静岡工場,SFC,スノーフレークカレー,2023/11/1,20000,20000,8000
静岡工場,SFC,スノーフレークカレー,2023/12/1,20000,19996,9000
静岡工場,SFC,スノーフレークカレー,2024/1/1,0,0,4000
静岡工場,SFC,スノーフレークカレー,2024/2/1,0,0,9000
静岡工場,SFC,スノーフレークカレー,2024/3/1,0,0,2000
静岡工場,SFC,スノーフレークカレー,2024/4/1,0,0,7000
静岡工場,SFC,スノーフレークカレー,2024/5/1,0,0,8000
静岡工場,SFC,スノーフレークカレー,2024/6/1,0,0,3000
静岡工場,SFC,スノーフレークカレー,2024/7/1,0,0,14000
静岡工場,SFC,スノーフレークカレー,2024/8/1,0,0,8000
静岡工場,SFC,スノーフレークカレー,2024/9/1,0,0,2000
静岡工場,SFC,スノーフレークカレー,2024/10/1,0,0,4000
静岡工場,SFC,スノーフレークカレー,2024/11/1,0,0,3000
静岡工場,SFC,スノーフレークカレー,2024/12/1,0,0,3000
静岡工場,SFC,スノーフレークカレー,2025/1/1,5000,4998,4000
静岡工場,SFC,スノーフレークカレー,2025/2/1,5000,4999,7000
静岡工場,SFC,スノーフレークカレー,2025/3/1,5000,4999,2000
静岡工場,SFC,スノーフレークカレー,2025/4/1,5000,4999,5000
静岡工場,SFC,スノーフレークカレー,2025/5/1,5000,4996,1000
静岡工場,SFC,スノーフレークカレー,2025/6/1,5000,4999,9000
静岡工場,SFC,スノーフレークカレー,2025/7/1,5000,4998,10000
静岡工場,SFC,スノーフレークカレー,2025/8/1,5000,4997,8000
静岡工場,SFC,スノーフレークカレー,2025/9/1,5000,4997,5000
静岡工場,SFC,スノーフレークカレー,2025/10/1,5000,4999,6000
静岡工場,SFC,スノーフレークカレー,2025/11/1,5000,4995,3000
静岡工場,SFC,スノーフレークカレー,2025/12/1,5000,4999,9000
静岡工場,TBW,たぶわんカレー,2023/1/1,0,0,3000
静岡工場,TBW,たぶわんカレー,2023/2/1,0,0,4000
静岡工場,TBW,たぶわんカレー,2023/3/1,0,0,3000
静岡工場,TBW,たぶわんカレー,2023/4/1,0,0,2000
静岡工場,TBW,たぶわんカレー,2023/5/1,0,0,1000
静岡工場,TBW,たぶわんカレー,2023/6/1,0,0,6000
静岡工場,TBW,たぶわんカレー,2023/7/1,0,0,5000
静岡工場,TBW,たぶわんカレー,2023/8/1,0,0,6000
静岡工場,TBW,たぶわんカレー,2023/9/1,0,0,8000
静岡工場,TBW,たぶわんカレー,2023/10/1,0,0,2000
静岡工場,TBW,たぶわんカレー,2023/11/1,0,0,0
静岡工場,TBW,たぶわんカレー,2023/12/1,0,0,0
静岡工場,TBW,たぶわんカレー,2024/1/1,5000,4997,2000
静岡工場,TBW,たぶわんカレー,2024/2/1,5000,4999,7000
静岡工場,TBW,たぶわんカレー,2024/3/1,5000,4995,4000
静岡工場,TBW,たぶわんカレー,2024/4/1,5000,4999,6000
静岡工場,TBW,たぶわんカレー,2024/5/1,5000,4999,4000
静岡工場,TBW,たぶわんカレー,2024/6/1,5000,4999,4000
静岡工場,TBW,たぶわんカレー,2024/7/1,5000,4998,7000
静岡工場,TBW,たぶわんカレー,2024/8/1,5000,4997,2000
静岡工場,TBW,たぶわんカレー,2024/9/1,5000,4996,6000
静岡工場,TBW,たぶわんカレー,2024/10/1,5000,4997,4000
静岡工場,TBW,たぶわんカレー,2024/11/1,5000,4999,3000
静岡工場,TBW,たぶわんカレー,2024/12/1,5000,4995,4000
静岡工場,TBW,たぶわんカレー,2025/1/1,5000,4997,2000
静岡工場,TBW,たぶわんカレー,2025/2/1,5000,4996,1000
静岡工場,TBW,たぶわんカレー,2025/3/1,5000,4998,2000
静岡工場,TBW,たぶわんカレー,2025/4/1,5000,4996,3000
静岡工場,TBW,たぶわんカレー,2025/5/1,5000,4997,5000
静岡工場,TBW,たぶわんカレー,2025/6/1,5000,4997,8000
静岡工場,TBW,たぶわんカレー,2025/7/1,5000,5000,9000
静岡工場,TBW,たぶわんカレー,2025/8/1,5000,5000,5000
静岡工場,TBW,たぶわんカレー,2025/9/1,5000,5000,12000
静岡工場,TBW,たぶわんカレー,2025/10/1,5000,4997,3000
静岡工場,TBW,たぶわんカレー,2025/11/1,5000,5000,8000
静岡工場,TBW,たぶわんカレー,2025/12/1,5000,4996,3000
静岡工場,DDW,ドリルダウンカレー,2023/1/1,0,0,11000
静岡工場,DDW,ドリルダウンカレー,2023/2/1,0,0,3000
静岡工場,DDW,ドリルダウンカレー,2023/3/1,0,0,2000
静岡工場,DDW,ドリルダウンカレー,2023/4/1,0,0,2000
静岡工場,DDW,ドリルダウンカレー,2023/5/1,0,0,2000
静岡工場,DDW,ドリルダウンカレー,2023/6/1,0,0,0
静岡工場,DDW,ドリルダウンカレー,2023/7/1,0,0,0
静岡工場,DDW,ドリルダウンカレー,2023/8/1,0,0,0
静岡工場,DDW,ドリルダウンカレー,2023/9/1,0,0,0
静岡工場,DDW,ドリルダウンカレー,2023/10/1,0,0,0
静岡工場,DDW,ドリルダウンカレー,2023/11/1,0,0,0
静岡工場,DDW,ドリルダウンカレー,2023/12/1,0,0,0
静岡工場,DDW,ドリルダウンカレー,2024/1/1,0,0,0
静岡工場,DDW,ドリルダウンカレー,2024/2/1,0,0,0
静岡工場,DDW,ドリルダウンカレー,2024/3/1,0,0,0
静岡工場,DDW,ドリルダウンカレー,2024/4/1,0,0,0
静岡工場,DDW,ドリルダウンカレー,2024/5/1,0,0,0
静岡工場,DDW,ドリルダウンカレー,2024/6/1,0,0,0
静岡工場,DDW,ドリルダウンカレー,2024/7/1,0,0,0
静岡工場,DDW,ドリルダウンカレー,2024/8/1,0,0,0
静岡工場,DDW,ドリルダウンカレー,2024/9/1,0,0,0
静岡工場,DDW,ドリルダウンカレー,2024/10/1,0,0,0
静岡工場,DDW,ドリルダウンカレー,2024/11/1,0,0,0
静岡工場,DDW,ドリルダウンカレー,2024/12/1,0,0,0
静岡工場,DDW,ドリルダウンカレー,2025/1/1,5000,4998,3000
静岡工場,DDW,ドリルダウンカレー,2025/2/1,5000,4996,1000
静岡工場,DDW,ドリルダウンカレー,2025/3/1,5000,4999,6000
静岡工場,DDW,ドリルダウンカレー,2025/4/1,5000,4996,1000
静岡工場,DDW,ドリルダウンカレー,2025/5/1,5000,4999,6000
静岡工場,DDW,ドリルダウンカレー,2025/6/1,5000,4995,3000
静岡工場,DDW,ドリルダウンカレー,2025/7/1,5000,4998,5000
静岡工場,DDW,ドリルダウンカレー,2025/8/1,5000,4998,7000
静岡工場,DDW,ドリルダウンカレー,2025/9/1,5000,4998,7000
静岡工場,DDW,ドリルダウンカレー,2025/10/1,5000,4999,8000
静岡工場,DDW,ドリルダウンカレー,2025/11/1,5000,4998,5000
静岡工場,DDW,ドリルダウンカレー,2025/12/1,5000,5000,7000
静岡工場,NMC,ニクまみれカレー,2023/1/1,0,0,10000
静岡工場,NMC,ニクまみれカレー,2023/2/1,0,0,10000
静岡工場,NMC,ニクまみれカレー,2023/3/1,0,0,10000
静岡工場,NMC,ニクまみれカレー,2023/4/1,0,0,10000
静岡工場,NMC,ニクまみれカレー,2023/5/1,0,0,20000
静岡工場,NMC,ニクまみれカレー,2023/6/1,0,0,20000
静岡工場,NMC,ニクまみれカレー,2023/7/1,0,0,20000
静岡工場,NMC,ニクまみれカレー,2023/8/1,0,0,10000
静岡工場,NMC,ニクまみれカレー,2023/9/1,0,0,20000
静岡工場,NMC,ニクまみれカレー,2023/10/1,0,0,20000
静岡工場,NMC,ニクまみれカレー,2023/11/1,0,0,0
静岡工場,NMC,ニクまみれカレー,2023/12/1,0,0,0
静岡工場,NMC,ニクまみれカレー,2024/1/1,40000,39997,0
静岡工場,NMC,ニクまみれカレー,2024/2/1,40000,39998,60000
静岡工場,NMC,ニクまみれカレー,2024/3/1,40000,39995,50000
静岡工場,NMC,ニクまみれカレー,2024/4/1,40000,39997,50000
静岡工場,NMC,ニクまみれカレー,2024/5/1,40000,40000,40000
静岡工場,NMC,ニクまみれカレー,2024/6/1,40000,39997,30000
静岡工場,NMC,ニクまみれカレー,2024/7/1,40000,39999,30000
静岡工場,NMC,ニクまみれカレー,2024/8/1,40000,39996,40000
静岡工場,NMC,ニクまみれカレー,2024/9/1,40000,39998,40000
静岡工場,NMC,ニクまみれカレー,2024/10/1,40000,39995,50000
静岡工場,NMC,ニクまみれカレー,2024/11/1,40000,39995,40000
静岡工場,NMC,ニクまみれカレー,2024/12/1,40000,39997,40000
静岡工場,NMC,ニクまみれカレー,2025/1/1,60000,59996,40000
静岡工場,NMC,ニクまみれカレー,2025/2/1,60000,59997,30000
静岡工場,NMC,ニクまみれカレー,2025/3/1,60000,59997,70000
静岡工場,NMC,ニクまみれカレー,2025/4/1,60000,60000,70000
静岡工場,NMC,ニクまみれカレー,2025/5/1,60000,59997,50000
静岡工場,NMC,ニクまみれカレー,2025/6/1,60000,60000,80000
静岡工場,NMC,ニクまみれカレー,2025/7/1,60000,59995,60000
静岡工場,NMC,ニクまみれカレー,2025/8/1,60000,60000,60000
静岡工場,NMC,ニクまみれカレー,2025/9/1,60000,60000,70000
静岡工場,NMC,ニクまみれカレー,2025/10/1,60000,60000,70000
静岡工場,NMC,ニクまみれカレー,2025/11/1,60000,59999,70000
静岡工場,NMC,ニクまみれカレー,2025/12/1,60000,59997,60000
静岡工場,HMC,ヒートマップカレー,2023/1/1,15000,14999,4000
静岡工場,HMC,ヒートマップカレー,2023/2/1,15000,14998,6000
静岡工場,HMC,ヒートマップカレー,2023/3/1,15000,15000,7000
静岡工場,HMC,ヒートマップカレー,2023/4/1,15000,14997,9000
静岡工場,HMC,ヒートマップカレー,2023/5/1,15000,14999,8000
静岡工場,HMC,ヒートマップカレー,2023/6/1,15000,15000,17000
静岡工場,HMC,ヒートマップカレー,2023/7/1,15000,14999,12000
静岡工場,HMC,ヒートマップカレー,2023/8/1,15000,14998,27000
静岡工場,HMC,ヒートマップカレー,2023/9/1,15000,14997,20000
静岡工場,HMC,ヒートマップカレー,2023/10/1,15000,14995,11000
静岡工場,HMC,ヒートマップカレー,2023/11/1,15000,14997,13000
静岡工場,HMC,ヒートマップカレー,2023/12/1,15000,14996,16000
静岡工場,HMC,ヒートマップカレー,2024/1/1,0,0,6000
静岡工場,HMC,ヒートマップカレー,2024/2/1,0,0,5000
静岡工場,HMC,ヒートマップカレー,2024/3/1,0,0,9000
静岡工場,HMC,ヒートマップカレー,2024/4/1,0,0,3000
静岡工場,HMC,ヒートマップカレー,2024/5/1,0,0,6000
静岡工場,HMC,ヒートマップカレー,2024/6/1,0,0,5000
静岡工場,HMC,ヒートマップカレー,2024/7/1,0,0,6000
静岡工場,HMC,ヒートマップカレー,2024/8/1,0,0,8000
静岡工場,HMC,ヒートマップカレー,2024/9/1,0,0,4000
静岡工場,HMC,ヒートマップカレー,2024/10/1,0,0,3000
静岡工場,HMC,ヒートマップカレー,2024/11/1,0,0,3000
静岡工場,HMC,ヒートマップカレー,2024/12/1,0,0,3000
静岡工場,HMC,ヒートマップカレー,2025/1/1,0,0,10000
静岡工場,HMC,ヒートマップカレー,2025/2/1,0,0,5000
静岡工場,HMC,ヒートマップカレー,2025/3/1,0,0,3000
静岡工場,HMC,ヒートマップカレー,2025/4/1,0,0,1000
静岡工場,HMC,ヒートマップカレー,2025/5/1,0,0,3000
静岡工場,HMC,ヒートマップカレー,2025/6/1,0,0,6000
静岡工場,HMC,ヒートマップカレー,2025/7/1,0,0,5000
静岡工場,HMC,ヒートマップカレー,2025/8/1,0,0,4000
静岡工場,HMC,ヒートマップカレー,2025/9/1,0,0,2000
静岡工場,HMC,ヒートマップカレー,2025/10/1,0,0,0
静岡工場,HMC,ヒートマップカレー,2025/11/1,0,0,0
静岡工場,HMC,ヒートマップカレー,2025/12/1,0,0,0
静岡工場,VGC,ベジタリアンカレー,2023/1/1,60000,60000,30000
静岡工場,VGC,ベジタリアンカレー,2023/2/1,60000,59996,0
静岡工場,VGC,ベジタリアンカレー,2023/3/1,60000,59996,40000
静岡工場,VGC,ベジタリアンカレー,2023/4/1,60000,60000,20000
静岡工場,VGC,ベジタリアンカレー,2023/5/1,60000,59995,10000
静岡工場,VGC,ベジタリアンカレー,2023/6/1,60000,59996,20000
静岡工場,VGC,ベジタリアンカレー,2023/7/1,60000,59997,70000
静岡工場,VGC,ベジタリアンカレー,2023/8/1,60000,59998,100000
静岡工場,VGC,ベジタリアンカレー,2023/9/1,60000,59996,50000
静岡工場,VGC,ベジタリアンカレー,2023/10/1,60000,59997,30000
静岡工場,VGC,ベジタリアンカレー,2023/11/1,60000,59997,40000
静岡工場,VGC,ベジタリアンカレー,2023/12/1,60000,59997,20000
静岡工場,VGC,ベジタリアンカレー,2024/1/1,20000,19997,60000
静岡工場,VGC,ベジタリアンカレー,2024/2/1,20000,19995,70000
静岡工場,VGC,ベジタリアンカレー,2024/3/1,20000,19996,10000
静岡工場,VGC,ベジタリアンカレー,2024/4/1,20000,19995,20000
静岡工場,VGC,ベジタリアンカレー,2024/5/1,20000,19998,20000
静岡工場,VGC,ベジタリアンカレー,2024/6/1,20000,20000,30000
静岡工場,VGC,ベジタリアンカレー,2024/7/1,20000,20000,50000
静岡工場,VGC,ベジタリアンカレー,2024/8/1,20000,19997,50000
静岡工場,VGC,ベジタリアンカレー,2024/9/1,20000,19999,40000
静岡工場,VGC,ベジタリアンカレー,2024/10/1,20000,20000,20000
静岡工場,VGC,ベジタリアンカレー,2024/11/1,20000,19997,20000
静岡工場,VGC,ベジタリアンカレー,2024/12/1,20000,19997,30000
静岡工場,VGC,ベジタリアンカレー,2025/1/1,15000,14997,30000
静岡工場,VGC,ベジタリアンカレー,2025/2/1,15000,14997,20000
静岡工場,VGC,ベジタリアンカレー,2025/3/1,15000,15000,30000
静岡工場,VGC,ベジタリアンカレー,2025/4/1,15000,14996,30000
静岡工場,VGC,ベジタリアンカレー,2025/5/1,15000,14996,20000
静岡工場,VGC,ベジタリアンカレー,2025/6/1,15000,14996,20000
静岡工場,VGC,ベジタリアンカレー,2025/7/1,15000,15000,30000
静岡工場,VGC,ベジタリアンカレー,2025/8/1,15000,14997,30000
静岡工場,VGC,ベジタリアンカレー,2025/9/1,15000,14998,30000
静岡工場,VGC,ベジタリアンカレー,2025/10/1,15000,14997,20000
静岡工場,VGC,ベジタリアンカレー,2025/11/1,15000,15000,30000
静岡工場,VGC,ベジタリアンカレー,2025/12/1,15000,14995,20000
静岡工場,SBC,深夜のとろけるバターチキン,2023/1/1,75000,74997,30000
静岡工場,SBC,深夜のとろけるバターチキン,2023/2/1,75000,74999,20000
静岡工場,SBC,深夜のとろけるバターチキン,2023/3/1,75000,75000,60000
静岡工場,SBC,深夜のとろけるバターチキン,2023/4/1,75000,74995,50000
静岡工場,SBC,深夜のとろけるバターチキン,2023/5/1,75000,74996,30000
静岡工場,SBC,深夜のとろけるバターチキン,2023/6/1,75000,74999,30000
静岡工場,SBC,深夜のとろけるバターチキン,2023/7/1,75000,74999,70000
静岡工場,SBC,深夜のとろけるバターチキン,2023/8/1,75000,74997,80000
静岡工場,SBC,深夜のとろけるバターチキン,2023/9/1,75000,74999,40000
静岡工場,SBC,深夜のとろけるバターチキン,2023/10/1,75000,74997,30000
静岡工場,SBC,深夜のとろけるバターチキン,2023/11/1,75000,75000,40000
静岡工場,SBC,深夜のとろけるバターチキン,2023/12/1,75000,74996,20000
静岡工場,SBC,深夜のとろけるバターチキン,2024/1/1,15000,14995,145000
静岡工場,SBC,深夜のとろけるバターチキン,2024/2/1,15000,14998,125000
静岡工場,SBC,深夜のとろけるバターチキン,2024/3/1,15000,14998,75000
静岡工場,SBC,深夜のとろけるバターチキン,2024/4/1,15000,14999,45000
静岡工場,SBC,深夜のとろけるバターチキン,2024/5/1,15000,15000,40000
静岡工場,SBC,深夜のとろけるバターチキン,2024/6/1,15000,14997,60000
静岡工場,SBC,深夜のとろけるバターチキン,2024/7/1,15000,14999,100000
静岡工場,SBC,深夜のとろけるバターチキン,2024/8/1,15000,14999,90000
静岡工場,SBC,深夜のとろけるバターチキン,2024/9/1,15000,14995,30000
静岡工場,SBC,深夜のとろけるバターチキン,2024/10/1,15000,14999,20000
静岡工場,SBC,深夜のとろけるバターチキン,2024/11/1,15000,14997,30000
静岡工場,SBC,深夜のとろけるバターチキン,2024/12/1,15000,14998,20000
静岡工場,SBC,深夜のとろけるバターチキン,2025/1/1,40000,39999,30000
静岡工場,SBC,深夜のとろけるバターチキン,2025/2/1,40000,39998,30000
静岡工場,SBC,深夜のとろけるバターチキン,2025/3/1,40000,39999,40000
静岡工場,SBC,深夜のとろけるバターチキン,2025/4/1,40000,39996,40000
静岡工場,SBC,深夜のとろけるバターチキン,2025/5/1,40000,39999,40000
静岡工場,SBC,深夜のとろけるバターチキン,2025/6/1,40000,39995,30000
静岡工場,SBC,深夜のとろけるバターチキン,2025/7/1,40000,39996,20000
静岡工場,SBC,深夜のとろけるバターチキン,2025/8/1,40000,39996,10000
静岡工場,SBC,深夜のとろけるバターチキン,2025/9/1,40000,40000,30000
静岡工場,SBC,深夜のとろけるバターチキン,2025/10/1,40000,39995,40000
静岡工場,SBC,深夜のとろけるバターチキン,2025/11/1,40000,39996,30000
静岡工場,SBC,深夜のとろけるバターチキン,2025/12/1,40000,39995,10000
静岡工場,TUH,富山湾　海の宝石箱カレー,2023/1/1,0,0,20000
静岡工場,TUH,富山湾　海の宝石箱カレー,2023/2/1,0,0,0
静岡工場,TUH,富山湾　海の宝石箱カレー,2023/3/1,0,0,0
静岡工場,TUH,富山湾　海の宝石箱カレー,2023/4/1,0,0,0
静岡工場,TUH,富山湾　海の宝石箱カレー,2023/5/1,0,0,0
静岡工場,TUH,富山湾　海の宝石箱カレー,2023/6/1,0,0,0
静岡工場,TUH,富山湾　海の宝石箱カレー,2023/7/1,0,0,0
静岡工場,TUH,富山湾　海の宝石箱カレー,2023/8/1,0,0,0
静岡工場,TUH,富山湾　海の宝石箱カレー,2023/9/1,0,0,0
静岡工場,TUH,富山湾　海の宝石箱カレー,2023/10/1,0,0,0
静岡工場,TUH,富山湾　海の宝石箱カレー,2023/11/1,0,0,0
静岡工場,TUH,富山湾　海の宝石箱カレー,2023/12/1,0,0,0
静岡工場,TUH,富山湾　海の宝石箱カレー,2024/1/1,30000,29995,10000
静岡工場,TUH,富山湾　海の宝石箱カレー,2024/2/1,30000,29996,10000
静岡工場,TUH,富山湾　海の宝石箱カレー,2024/3/1,30000,29997,30000
静岡工場,TUH,富山湾　海の宝石箱カレー,2024/4/1,30000,29995,10000
静岡工場,TUH,富山湾　海の宝石箱カレー,2024/5/1,30000,30000,30000
静岡工場,TUH,富山湾　海の宝石箱カレー,2024/6/1,30000,29998,20000
静岡工場,TUH,富山湾　海の宝石箱カレー,2024/7/1,30000,29998,20000
静岡工場,TUH,富山湾　海の宝石箱カレー,2024/8/1,30000,30000,20000
静岡工場,TUH,富山湾　海の宝石箱カレー,2024/9/1,30000,30000,10000
静岡工場,TUH,富山湾　海の宝石箱カレー,2024/10/1,30000,29999,10000
静岡工場,TUH,富山湾　海の宝石箱カレー,2024/11/1,30000,30000,10000
静岡工場,TUH,富山湾　海の宝石箱カレー,2024/12/1,30000,29998,30000
静岡工場,TUH,富山湾　海の宝石箱カレー,2025/1/1,10000,9995,20000
静岡工場,TUH,富山湾　海の宝石箱カレー,2025/2/1,10000,9998,20000
静岡工場,TUH,富山湾　海の宝石箱カレー,2025/3/1,10000,9999,10000
静岡工場,TUH,富山湾　海の宝石箱カレー,2025/4/1,10000,9995,20000
静岡工場,TUH,富山湾　海の宝石箱カレー,2025/5/1,10000,9996,10000
静岡工場,TUH,富山湾　海の宝石箱カレー,2025/6/1,10000,9996,10000
静岡工場,TUH,富山湾　海の宝石箱カレー,2025/7/1,10000,9995,20000
静岡工場,TUH,富山湾　海の宝石箱カレー,2025/8/1,10000,9995,30000
静岡工場,TUH,富山湾　海の宝石箱カレー,2025/9/1,10000,9999,20000
静岡工場,TUH,富山湾　海の宝石箱カレー,2025/10/1,10000,9996,20000
静岡工場,TUH,富山湾　海の宝石箱カレー,2025/11/1,10000,9995,10000
静岡工場,TUH,富山湾　海の宝石箱カレー,2025/12/1,10000,9997,20000
静岡工場,NCC,恋する南国ココナッツカレー,2023/1/1,30000,30000,10000
静岡工場,NCC,恋する南国ココナッツカレー,2023/2/1,30000,29998,20000
静岡工場,NCC,恋する南国ココナッツカレー,2023/3/1,30000,29997,10000
静岡工場,NCC,恋する南国ココナッツカレー,2023/4/1,30000,29997,10000
静岡工場,NCC,恋する南国ココナッツカレー,2023/5/1,30000,29998,20000
静岡工場,NCC,恋する南国ココナッツカレー,2023/6/1,30000,29998,0
静岡工場,NCC,恋する南国ココナッツカレー,2023/7/1,30000,30000,10000
静岡工場,NCC,恋する南国ココナッツカレー,2023/8/1,30000,29998,10000
静岡工場,NCC,恋する南国ココナッツカレー,2023/9/1,30000,29997,10000
静岡工場,NCC,恋する南国ココナッツカレー,2023/10/1,30000,29999,10000
静岡工場,NCC,恋する南国ココナッツカレー,2023/11/1,30000,30000,20000
静岡工場,NCC,恋する南国ココナッツカレー,2023/12/1,30000,30000,10000
静岡工場,NCC,恋する南国ココナッツカレー,2024/1/1,5000,5000,20000
静岡工場,NCC,恋する南国ココナッツカレー,2024/2/1,5000,4996,20000
