測定日時,ロットid,工程,工程詳細,ジャケット温度,内容物温度,ジャケット圧,外気温,湿度
2025/3/3 9:10,KMC2025030301A200,洗浄,荒洗い,14.9,9.7,0,10.4,49.6
2025/3/3 9:11,KMC2025030301A200,洗浄,昇温,41.2,9.7,0,10.2,50.9
2025/3/3 9:12,KMC2025030301A200,洗浄,昇温,60.9,10.3,0.088,10,50.2
2025/3/3 9:13,KMC2025030301A200,洗浄,昇温,75.8,13.2,0.157,9.9,50.7
2025/3/3 9:14,KMC2025030301A200,洗浄,昇温,87,18.1,0.211,9.8,50.5
2025/3/3 9:15,KMC2025030301A200,洗浄,昇温,95.3,23.7,0.253,9.7,50.1
2025/3/3 9:16,KMC2025030301A200,洗浄,昇温,101.5,30.1,0.285,9.8,50.2
2025/3/3 9:17,KMC2025030301A200,洗浄,昇温,106.1,36.5,0.311,10,49.5
2025/3/3 9:18,KMC2025030301A200,洗浄,昇温,109.5,43.1,0.33,10.2,50
2025/3/3 9:19,KMC2025030301A200,洗浄,昇温,112,49.5,0.346,9.9,49.8
2025/3/3 9:20,KMC2025030301A200,洗浄,昇温,113.9,55.6,0.358,10.2,50.2
2025/3/3 9:21,KMC2025030301A200,洗浄,高温保持,100,61.1,0.3,10.2,50.9
2025/3/3 9:22,KMC2025030301A200,洗浄,高温保持,100.2,66.2,0.3,10.1,50.6
2025/3/3 9:23,KMC2025030301A200,洗浄,高温保持,100.4,95.3,0.3,9.7,50
2025/3/3 9:24,KMC2025030301A200,洗浄,高温保持,100.4,95.3,0.3,9.6,50.6
2025/3/3 9:25,KMC2025030301A200,洗浄,高温保持,100.3,95.2,0.3,9.9,49.3
2025/3/3 9:26,KMC2025030301A200,洗浄,高温保持,100.1,95.2,0.3,10.3,50
2025/3/3 9:27,KMC2025030301A200,洗浄,高温保持,99.9,95.3,0.3,10.4,50.8
2025/3/3 9:28,KMC2025030301A200,洗浄,高温保持,99.7,95.5,0.3,9.8,50.3
2025/3/3 9:29,KMC2025030301A200,洗浄,高温保持,99.6,95.6,0.3,9.9,50.2
2025/3/3 9:30,KMC2025030301A200,洗浄,高温保持,99.6,95.5,0.3,10.6,50.6
2025/3/3 9:31,KMC2025030301A200,洗浄,冷却,12.2,95.5,0.15,10.2,49.7
2025/3/3 9:32,KMC2025030301A200,洗浄,冷却,13,95.6,0.15,11,49.9
2025/3/3 9:33,KMC2025030301A200,洗浄,冷却,11.3,91.2,0.15,9.3,50
2025/3/3 9:34,KMC2025030301A200,洗浄,冷却,11.9,87.1,0.15,9.9,49.9
2025/3/3 9:35,KMC2025030301A200,洗浄,冷却,11.9,83.3,0.15,9.9,50.6
2025/3/3 9:36,KMC2025030301A200,洗浄,冷却,12.6,80,0.15,10.6,50.8
2025/3/3 9:37,KMC2025030301A200,洗浄,冷却,11.3,76.6,0.15,9.3,50.7
2025/3/3 9:38,KMC2025030301A200,洗浄,冷却,12.8,73.4,0.15,10.8,49.5
2025/3/3 9:39,KMC2025030301A200,洗浄,冷却,11,70.7,0.15,9,49
2025/3/3 9:40,KMC2025030301A200,洗浄,冷却,11.4,67.8,0.15,9.4,49.9
2025/3/3 9:41,KMC2025030301A200,洗浄,冷却,11.8,65.3,0.15,9.8,49.7
2025/3/3 9:42,KMC2025030301A200,洗浄,冷却,12.9,62.7,0.15,10.9,50
2025/3/3 9:43,KMC2025030301A200,洗浄,冷却,12.2,60.3,0.15,10.2,49.4
2025/3/3 9:44,KMC2025030301A200,洗浄,冷却,11.2,58.1,0.15,9.2,50.2
2025/3/3 9:45,KMC2025030301A200,洗浄,冷却,11.4,56.1,0.15,9.4,49.8
2025/3/3 9:46,KMC2025030301A200,洗浄,冷却,11.3,54.1,0.15,9.3,50.8
2025/3/3 9:47,KMC2025030301A200,洗浄,冷却,10.7,52.4,0.15,8.7,49.5
2025/3/3 9:48,KMC2025030301A200,洗浄,冷却,11.8,50.7,0.15,9.8,50.7
2025/3/3 9:49,KMC2025030301A200,洗浄,冷却,11.3,49.4,0.15,9.3,50.2
2025/3/3 9:50,KMC2025030301A200,洗浄,冷却,10.8,47.9,0.15,8.8,49.4
2025/3/3 9:51,KMC2025030301A200,洗浄,冷却,10.9,46.6,0.15,8.9,49
2025/3/3 9:52,KMC2025030301A200,洗浄,冷却,12.5,45.5,0.15,10.5,50.2
2025/3/3 9:53,KMC2025030301A200,洗浄,冷却,13.5,44.3,0.15,11.5,50.9
2025/3/3 9:54,KMC2025030301A200,洗浄,冷却,12.3,43.1,0.15,10.3,50.1
2025/3/3 9:55,KMC2025030301A200,洗浄,冷却,13.1,41.9,0.15,11.1,50.2
2025/3/3 9:56,KMC2025030301A200,洗浄,冷却,11.9,41,0.15,9.9,49.4
2025/3/3 9:57,KMC2025030301A200,洗浄,冷却,11.7,40.1,0.15,9.7,50.5
2025/3/3 9:58,KMC2025030301A200,洗浄,冷却,10.2,39.1,0.15,8.2,50.4
2025/3/3 9:59,KMC2025030301A200,洗浄,冷却,13.1,38.4,0.15,11.1,50.2
2025/3/3 10:00,KMC2025030301A200,洗浄,冷却,12.6,37.4,0.15,10.6,50.3
2025/3/3 10:01,KMC2025030301A200,洗浄,冷却,13.8,36.8,0.15,11.8,49.9
2025/3/3 10:02,KMC2025030301A200,洗浄,冷却,14,36.3,0.15,12,49.5
2025/3/3 10:03,KMC2025030301A200,洗浄,冷却,10.5,35.4,0.15,8.5,50.2
2025/3/3 10:04,KMC2025030301A200,洗浄,冷却,12.2,34.6,0.15,10.2,50.3
2025/3/3 10:05,KMC2025030301A200,洗浄,冷却,10.6,34,0.15,8.6,49.1
2025/4/7 6:00,KMC2025040701A200,材料仕込み,仕込み開始,14.7,33.5,0.007,15,55
2025/4/7 6:01,KMC2025040701A200,材料仕込み,水投入,15.2,32.8,0.004,15.1,54.5
2025/4/7 6:02,KMC2025040701A200,材料仕込み,水投入,15.3,15.1,0,15.4,54.9
2025/4/7 6:03,KMC2025040701A200,材料仕込み,冷凍肉投入,15.5,13.1,0,15.4,54.9
2025/4/7 6:04,KMC2025040701A200,材料仕込み,冷凍肉投入,16,13,0,15.5,54.5
2025/4/7 6:05,KMC2025040701A200,材料仕込み,冷凍肉投入,15.6,12.7,0,15.6,54
2025/4/7 6:06,KMC2025040701A200,材料仕込み,冷凍野菜投入,15,12.7,0,15.1,54.1
2025/4/7 6:07,KMC2025040701A200,材料仕込み,冷凍野菜投入,13.9,12.7,0,14.2,56
2025/4/7 6:08,KMC2025040701A200,材料仕込み,冷凍野菜投入,14.3,12.7,0,14.3,54.8
2025/4/7 6:09,KMC2025040701A200,材料仕込み,香辛料投入,14.9,12.7,0,14.6,54.8
2025/4/7 6:10,KMC2025040701A200,材料仕込み,香辛料投入,14.8,12.7,0,15.2,54.8
2025/4/7 6:11,KMC2025040701A200,材料仕込み,小麦粉投入,13.6,12.7,0,13.8,54.1
2025/4/7 6:12,KMC2025040701A200,材料仕込み,小麦粉投入,15.3,12.7,0,15.1,54.7
2025/4/7 6:13,KMC2025040701A200,材料仕込み,調味料投入,16.5,12.7,0,16.1,55.2
2025/4/7 6:14,KMC2025040701A200,材料仕込み,調味料投入,16.4,12.9,0,16,54.1
2025/4/7 6:15,KMC2025040701A200,材料仕込み,撹拌,15.1,12.8,0,15.1,54.5
2025/4/7 6:16,KMC2025040701A200,材料仕込み,撹拌,13.8,13.1,0,14.2,55.2
2025/4/7 6:17,KMC2025040701A200,材料仕込み,撹拌,13.3,12.7,0,13.5,54.6
2025/4/7 6:18,KMC2025040701A200,材料仕込み,撹拌,13.4,13,0,13.4,55.7
2025/4/7 6:19,KMC2025040701A200,材料仕込み,撹拌,16,13.3,0,15.7,55.6
2025/4/7 6:20,KMC2025040701A200,材料仕込み,デッドタイム,16,13.4,0,15.7,55.6
2025/4/7 6:21,KMC2025040701A200,昇温,,22.1,13.6,0,15,54.9
2025/4/7 6:22,KMC2025040701A200,昇温,,24.1,13.6,0.073,15.2,54.4
2025/4/7 6:23,KMC2025040701A200,昇温,,26.1,13.5,0.132,15.4,54.6
2025/4/7 6:24,KMC2025040701A200,昇温,,28,16.2,0.18,15.1,55.9
2025/4/7 6:25,KMC2025040701A200,昇温,,47.2,18.9,0.22,15.5,55.6
2025/4/7 6:26,KMC2025040701A200,昇温,,62.4,21.3,0.253,14.9,54.1
2025/4/7 6:27,KMC2025040701A200,昇温,,74.6,23.8,0.28,14.9,55
2025/4/7 6:28,KMC2025040701A200,昇温,,84.4,25.9,0.301,15,55.8
2025/4/7 6:29,KMC2025040701A200,昇温,,92.2,28.3,0.319,14.8,55.9
2025/4/7 6:30,KMC2025040701A200,昇温,,98.5,30.6,0.334,15.1,55
2025/4/7 6:31,KMC2025040701A200,昇温,,103.5,33.1,0.346,15,55.9
2025/4/7 6:32,KMC2025040701A200,昇温,,107.5,35.6,0.356,14.9,54.4
2025/4/7 6:33,KMC2025040701A200,昇温,,110.7,38,0.364,15.4,55.6
2025/4/7 6:34,KMC2025040701A200,昇温,,113.3,40.6,0.37,16,54.7
2025/4/7 6:35,KMC2025040701A200,昇温,,115.4,43.3,0.376,15.3,55.2
2025/4/7 6:36,KMC2025040701A200,昇温,,117,45.7,0.38,16.1,55.6
2025/4/7 6:37,KMC2025040701A200,昇温,,118.4,48.4,0.38,15.7,54.6
2025/4/7 6:38,KMC2025040701A200,昇温,,119.4,50.9,0.38,15.1,54.1
2025/4/7 6:39,KMC2025040701A200,昇温,,120.2,53.4,0.38,15.1,55.2
2025/4/7 6:40,KMC2025040701A200,昇温,,120.8,55.5,0.38,14.1,54.3
2025/4/7 6:41,KMC2025040701A200,昇温,,121.4,57.9,0.38,14.9,55.8
2025/4/7 6:42,KMC2025040701A200,昇温,,121.8,60.4,0.38,14.9,55.3
2025/4/7 6:43,KMC2025040701A200,昇温,,122.1,62.4,0.38,14.6,55.8
2025/4/7 6:44,KMC2025040701A200,昇温,,122.3,64.8,0.38,13.4,55.1
2025/4/7 6:45,KMC2025040701A200,昇温,,122.6,67.7,0.38,15.2,54.3
2025/4/7 6:46,KMC2025040701A200,昇温,,122.8,70.2,0.38,15.1,54.1
2025/4/7 6:47,KMC2025040701A200,昇温,,123,72.5,0.38,16.4,54.2
2025/4/7 6:48,KMC2025040701A200,昇温,,123,75.3,0.38,14.3,55.3
2025/4/7 6:49,KMC2025040701A200,昇温,,123.1,77.7,0.38,15.1,55.9
2025/4/7 6:50,KMC2025040701A200,昇温,,123.2,80.5,0.38,13.8,54.3
2025/4/7 6:51,KMC2025040701A200,煮込み,工程切替,123.3,82.7,0.19,15,54.7
2025/4/7 6:52,KMC2025040701A200,煮込み,工程切替,123,85.3,0.006,14.7,54.2
2025/4/7 6:53,KMC2025040701A200,煮込み,放熱OFF,82.2,85.2,0.013,15,54.8
2025/4/7 6:54,KMC2025040701A200,煮込み,放熱OFF,81.4,85.2,0,15.1,54.9
2025/4/7 6:55,KMC2025040701A200,煮込み,放熱OFF,82.1,85.2,-0.003,15.2,55
2025/4/7 6:56,KMC2025040701A200,煮込み,放熱OFF,82,85.1,0.006,15.3,54.3
2025/4/7 6:57,KMC2025040701A200,煮込み,放熱OFF,82.6,85.1,-0.006,15.3,55
2025/4/7 6:58,KMC2025040701A200,煮込み,放熱OFF,82.8,85.1,0.004,15.2,54.9
2025/4/7 6:59,KMC2025040701A200,煮込み,放熱OFF,82.9,85.2,0.009,14.9,56
2025/4/7 7:00,KMC2025040701A200,煮込み,放熱OFF,81.9,85.1,0.002,14.7,55.3
2025/4/7 7:01,KMC2025040701A200,煮込み,放熱OFF,82.2,84.9,-0.009,14.5,56
2025/4/7 7:02,KMC2025040701A200,煮込み,加熱ON,94,84.7,0.083,14.5,54.9
2025/4/7 7:03,KMC2025040701A200,煮込み,加熱ON,93.3,84.4,0.141,15,55
2025/4/7 7:04,KMC2025040701A200,煮込み,放熱OFF,81.9,84.6,0.087,14.8,55.3
2025/4/7 7:05,KMC2025040701A200,煮込み,加熱ON,93.7,84.7,0.141,15.3,54.8
2025/4/7 7:06,KMC2025040701A200,煮込み,放熱OFF,82.7,84.6,0.085,15.3,55.6
2025/4/7 7:07,KMC2025040701A200,煮込み,放熱OFF,81.7,85,0.059,15,55.7
2025/4/7 7:08,KMC2025040701A200,煮込み,放熱OFF,82.4,85.1,0.032,15.3,55.3
2025/4/7 7:09,KMC2025040701A200,煮込み,放熱OFF,82.1,85.2,0.015,15.3,54.6
2025/4/7 7:10,KMC2025040701A200,煮込み,放熱OFF,82.1,85.4,0.017,14.6,55.6
2025/4/7 7:11,KMC2025040701A200,煮込み,放熱OFF,82.6,85.3,0.017,14.4,54.4
2025/4/7 7:12,KMC2025040701A200,煮込み,放熱OFF,81.5,85.2,0.019,15.5,54.4
2025/4/7 7:13,KMC2025040701A200,煮込み,放熱OFF,81,85.2,0.013,14.4,55.3
2025/4/7 7:14,KMC2025040701A200,煮込み,加熱ON,93.9,84.9,0.089,15,54.8
2025/4/7 7:15,KMC2025040701A200,煮込み,加熱ON,93.2,84.5,0.151,14.8,54.2
2025/4/7 7:16,KMC2025040701A200,煮込み,加熱ON,93.2,84.6,0.197,15,54.4
2025/4/7 7:17,KMC2025040701A200,煮込み,放熱OFF,82.3,84.7,0.11,14.6,55.8
2025/4/7 7:18,KMC2025040701A200,煮込み,放熱OFF,81.8,84.8,0.071,14.4,55.6
2025/4/7 7:19,KMC2025040701A200,煮込み,加熱ON,93.8,84.7,0.135,14.6,55.3
2025/4/7 7:20,KMC2025040701A200,煮込み,放熱OFF,81.7,84.6,0.085,15,54.4
2025/4/7 7:21,KMC2025040701A200,煮込み,放熱OFF,82.8,85.3,0.06,14.6,55.9
2025/4/7 7:22,KMC2025040701A200,煮込み,放熱OFF,82.2,85.4,0.04,16,55.7
2025/4/7 7:23,KMC2025040701A200,煮込み,放熱OFF,83,85.4,0.025,16,54.6
2025/4/7 7:24,KMC2025040701A200,煮込み,放熱OFF,82.9,85.3,0.018,14.2,55.3
2025/4/7 7:25,KMC2025040701A200,煮込み,放熱OFF,82.2,85.1,0.011,14.3,55.4
2025/4/7 7:26,KMC2025040701A200,煮込み,放熱OFF,82.4,84.9,0.01,14.3,54.9
2025/4/7 7:27,KMC2025040701A200,煮込み,加熱ON,93.9,84.8,0.096,14.5,54.8
2025/4/7 7:28,KMC2025040701A200,煮込み,加熱ON,93.5,84.5,0.15,14.8,54.9
2025/4/7 7:29,KMC2025040701A200,煮込み,放熱OFF,82.4,84.6,0.081,14.4,55.3
2025/4/7 7:30,KMC2025040701A200,煮込み,加熱ON,93.5,84.8,0.145,15,55.4
2025/4/7 7:31,KMC2025040701A200,煮込み,放熱OFF,83.1,84.7,0.092,16.5,55.3
2025/4/7 7:32,KMC2025040701A200,煮込み,放熱OFF,82.5,85.2,0.057,14.4,55.9
2025/4/7 7:33,KMC2025040701A200,煮込み,放熱OFF,83.7,85.3,0.041,14.4,55.2
2025/4/7 7:34,KMC2025040701A200,煮込み,放熱OFF,82.4,85.4,0.024,16.1,54.2
2025/4/7 7:35,KMC2025040701A200,煮込み,放熱OFF,82.7,85.6,0.016,15.7,54.3
2025/4/7 7:36,KMC2025040701A200,煮込み,放熱OFF,81.9,85.4,0.004,15.5,54.4
2025/4/7 7:37,KMC2025040701A200,煮込み,放熱OFF,80.7,85.2,0.011,14.3,54.5
2025/4/7 7:38,KMC2025040701A200,煮込み,加熱ON,93.7,84.9,0.094,16,55.8
2025/4/7 7:39,KMC2025040701A200,煮込み,放熱OFF,81,84.5,0.055,13.7,54.1
2025/4/7 7:40,KMC2025040701A200,煮込み,加熱ON,93.6,84.8,0.133,15.1,55.7
2025/4/7 7:41,KMC2025040701A200,煮込み,放熱OFF,81.1,84.6,0.078,15.1,54.7
2025/4/7 7:42,KMC2025040701A200,煮込み,放熱OFF,82.4,84.9,0.038,16.6,54.8
2025/4/7 7:43,KMC2025040701A200,煮込み,放熱OFF,81.8,84.7,0.014,16.6,55.6
2025/4/7 7:44,KMC2025040701A200,煮込み,放熱OFF,82.3,84.7,0.009,15.2,54.9
2025/4/7 7:45,KMC2025040701A200,煮込み,放熱OFF,83,84.9,0.014,14,55.8
2025/4/7 7:46,KMC2025040701A200,煮込み,放熱OFF,82.4,85.1,0.011,16.9,54.7
2025/4/7 7:47,KMC2025040701A200,煮込み,放熱OFF,81.5,85.2,0.015,14.3,54.9
2025/4/7 7:48,KMC2025040701A200,煮込み,放熱OFF,82.8,85.2,0,15,55.2
2025/4/7 7:49,KMC2025040701A200,煮込み,放熱OFF,82.2,85,-0.007,13.8,54.6
2025/4/7 7:50,KMC2025040701A200,煮込み,加熱ON,93.3,84.9,0.079,16.2,54.3
2025/4/7 7:51,KMC2025040701A200,煮込み,放熱OFF,80.9,84.6,0.04,15.4,55.5
2025/4/7 7:52,KMC2025040701A200,煮込み,放熱OFF,80.8,84.9,0.02,15.4,55.4
2025/4/7 7:53,KMC2025040701A200,冷却,,19.1,84.7,0.037,15,54.7
2025/4/7 7:54,KMC2025040701A200,冷却,,19.1,84.5,0.055,15.1,54.8
2025/4/7 7:55,KMC2025040701A200,冷却,,19.1,81.6,0.069,15.2,54.2
2025/4/7 7:56,KMC2025040701A200,冷却,,19.1,78.7,0.076,15.4,54.3
2025/4/7 7:57,KMC2025040701A200,冷却,,19.1,76.2,0.09,15.2,55.7
2025/4/7 7:58,KMC2025040701A200,冷却,,19.1,73.8,0.105,15,55.5
2025/4/7 7:59,KMC2025040701A200,冷却,,19.1,71.3,0.123,15.2,55.5
2025/4/7 8:00,KMC2025040701A200,冷却,,19.1,68.9,0.137,15,55.3
2025/4/7 8:01,KMC2025040701A200,冷却,,19.1,66.8,0.144,14.8,54.8
2025/4/7 8:02,KMC2025040701A200,冷却,,19.1,64.7,0.152,15,55.6
2025/4/7 8:03,KMC2025040701A200,冷却,,19.1,62.7,0.16,14.8,54.4
2025/4/7 8:04,KMC2025040701A200,冷却,,19.1,60.8,0.156,15.2,54.3
2025/4/7 8:05,KMC2025040701A200,冷却,,19.1,58.9,0.168,14.9,54.7
2025/4/7 8:06,KMC2025040701A200,冷却,,19.1,57.1,0.17,14.7,54.8
2025/4/7 8:07,KMC2025040701A200,冷却,,19.1,55.5,0.177,15.6,54.6
2025/4/7 8:08,KMC2025040701A200,冷却,,19.1,53.9,0.177,15.3,55.5
2025/4/7 8:09,KMC2025040701A200,冷却,,19.1,52.3,0.18,15.7,55.3
2025/4/7 8:10,KMC2025040701A200,冷却,,19.1,50.9,0.178,15.5,55
2025/4/7 8:11,KMC2025040701A200,冷却,,19.1,49.4,0.184,15.2,55.8
2025/4/7 8:12,KMC2025040701A200,冷却,,19.1,48,0.191,15.4,54.3
2025/4/7 8:13,KMC2025040701A200,冷却,,19.1,46.7,0.188,15.2,55
2025/4/7 8:14,KMC2025040701A200,冷却,,19.1,45.4,0.183,15.4,55
2025/4/7 8:15,KMC2025040701A200,冷却,,19.1,44.3,0.178,15.6,55.8
2025/4/7 8:16,KMC2025040701A200,冷却,,19.1,43.1,0.177,15,55.6
2025/4/7 8:17,KMC2025040701A200,冷却,,19.1,41.9,0.178,14.3,54.3
2025/4/7 8:18,KMC2025040701A200,冷却,,19.1,41,0.188,14.2,54.1
2025/4/7 8:19,KMC2025040701A200,冷却,,19.1,40.2,0.188,15.2,55.1
2025/4/7 8:20,KMC2025040701A200,冷却,,19.1,39.2,0.195,14.4,55.6
2025/4/7 8:21,KMC2025040701A200,冷却,,19.1,38.4,0.197,14.3,55.1
2025/4/7 8:22,KMC2025040701A200,冷却,,19.1,37.6,0.201,15.9,54.6
2025/4/7 8:23,KMC2025040701A200,冷却,,19.1,36.9,0.19,13.8,55.5
2025/4/7 8:24,KMC2025040701A200,冷却,,19.1,36.1,0.186,15.7,55.6
2025/4/7 8:25,KMC2025040701A200,冷却,,19.1,35.4,0.178,15.7,55.7
2025/4/7 8:26,KMC2025040701A200,冷却,,19.1,34.7,0.184,15.6,55.8
2025/4/7 8:27,KMC2025040701A200,冷却,,19.1,34.1,0.191,14.4,55.2
2025/4/7 8:28,KMC2025040701A200,冷却,,19.1,33.4,0.183,14.4,54.5
2025/4/7 8:29,KMC2025040701A200,冷却,,19.1,32.9,0.19,16.6,55.2
2025/4/7 8:30,KMC2025040701A200,冷却,,19.1,32.3,0.187,14.2,55.1
2025/4/7 8:31,KMC2025040701A200,冷却,,19.1,31.7,0.193,14.1,54.3
2025/4/7 8:32,KMC2025040701A200,冷却,,19.1,31.3,0.196,15.3,55.5
2025/4/7 8:33,KMC2025040701A200,充填移送,攪拌待機中,19,30.7,0,15,55.8
2025/4/7 8:34,KMC2025040701A200,充填移送,攪拌待機中,18.9,30.3,0,15.2,55
2025/4/7 8:35,KMC2025040701A200,充填移送,攪拌待機中,18.9,30.2,0,15.1,54.5
2025/4/7 8:36,KMC2025040701A200,充填移送,攪拌待機中,18.9,30.3,0,15.2,55.3
2025/4/7 8:37,KMC2025040701A200,充填移送,攪拌待機中,18.9,30.3,0,15.2,56
2025/4/7 8:38,KMC2025040701A200,充填移送,攪拌待機中,18.8,30.3,0,15.5,55.8
2025/4/7 8:39,KMC2025040701A200,充填移送,攪拌待機中,18.8,30.3,0,15.2,55.7
2025/4/7 8:40,KMC2025040701A200,充填移送,攪拌待機中,18.7,30.3,0,14.8,54.9
2025/4/7 8:41,KMC2025040701A200,充填移送,攪拌待機中,18.8,30.3,0,15.1,54.1
2025/4/7 8:42,KMC2025040701A200,充填移送,攪拌待機中,18.7,30.3,0,14.2,54.9
2025/4/7 8:43,KMC2025040701A200,充填移送,攪拌待機中,18.6,30.4,0,14.6,54.2
2025/4/7 8:44,KMC2025040701A200,充填移送,攪拌待機中,18.6,30.4,0,14.3,55.1
2025/4/7 8:45,KMC2025040701A200,充填移送,攪拌待機中,18.5,30.5,0,15.1,55.8
2025/4/7 8:46,KMC2025040701A200,充填移送,攪拌待機中,18.4,30.7,0,14.4,55.5
2025/4/7 8:47,KMC2025040701A200,充填移送,攪拌待機中,18.6,30.8,0,15.4,55.9
2025/4/7 8:48,KMC2025040701A200,充填移送,攪拌待機中,18.7,30.9,0,14.5,55.8
2025/4/7 8:49,KMC2025040701A200,充填移送,攪拌待機中,18.7,31,0,15.6,55.7
2025/4/7 8:50,KMC2025040701A200,充填移送,攪拌待機中,18.8,31,0,15.5,54.8
2025/4/7 8:51,KMC2025040701A200,充填移送,攪拌待機中,18.7,31.1,0,14.4,55.8
2025/4/7 8:52,KMC2025040701A200,充填移送,攪拌待機中,18.5,31.1,0,15.7,54.9
2025/4/7 8:53,KMC2025040701A200,充填移送,攪拌待機中,18.4,31.3,0,14.9,54.2
2025/4/7 8:54,KMC2025040701A200,充填移送,攪拌待機中,18.3,31.4,0,13.5,54.4
2025/4/7 8:55,KMC2025040701A200,充填移送,攪拌待機中,18.3,31.6,0,16.2,54.3
2025/4/7 8:56,KMC2025040701A200,充填移送,攪拌待機中,18.2,31.5,0,14.4,54.2
2025/4/7 8:57,KMC2025040701A200,充填移送,攪拌待機中,18.3,31.4,0,16.4,54.1
2025/4/7 8:58,KMC2025040701A200,充填移送,攪拌待機中,18.3,31.5,0,15.6,55.2
2025/4/7 8:59,KMC2025040701A200,充填移送,攪拌待機中,18.3,31.5,0,13.8,55.9
2025/4/7 9:00,KMC2025040701A200,充填移送,攪拌待機中,18.2,31.4,0,14.9,54
2025/4/7 9:01,KMC2025040701A200,充填移送,攪拌待機中,18.3,31.5,0,13.4,54.1
2025/4/7 9:02,KMC2025040701A200,充填移送,攪拌待機中,18.3,31.6,0,16.5,55.5
2025/4/7 9:03,KMC2025040701A200,洗浄,荒洗い,20,31.5,0,15,54.9
2025/4/7 9:04,KMC2025040701A200,洗浄,荒洗い,20.2,31.7,0,15.1,54.2
2025/4/7 9:05,KMC2025040701A200,洗浄,荒洗い,20.4,12.3,0,15.3,55.9
2025/4/7 9:06,KMC2025040701A200,洗浄,荒洗い,20.5,12.2,0,15.4,54.1
2025/4/7 9:07,KMC2025040701A200,洗浄,荒洗い,20.2,13.1,0,15.3,54.8
2025/4/7 9:08,KMC2025040701A200,洗浄,昇温,45.1,13.3,0,15.2,54.3
2025/4/7 9:09,KMC2025040701A200,洗浄,昇温,63.9,13,0.088,15,54.9
2025/4/7 9:10,KMC2025040701A200,洗浄,昇温,78,16.3,0.157,14.6,54.2
2025/4/7 9:11,KMC2025040701A200,洗浄,昇温,88.7,20.9,0.211,14.8,55.3
2025/4/7 9:12,KMC2025040701A200,洗浄,昇温,96.6,26.8,0.253,14.9,55.4
2025/4/7 9:13,KMC2025040701A200,洗浄,昇温,102.5,33.1,0.285,14.5,54
2025/4/7 9:14,KMC2025040701A200,洗浄,昇温,106.9,39.5,0.311,14.6,54.2
2025/4/7 9:15,KMC2025040701A200,洗浄,昇温,110.1,45.8,0.33,15.3,54.9
2025/4/7 9:16,KMC2025040701A200,洗浄,昇温,112.5,52,0.346,15.5,54.5
2025/4/7 9:17,KMC2025040701A200,洗浄,昇温,114.2,57.7,0.358,15.1,55.7
2025/4/7 9:18,KMC2025040701A200,洗浄,高温保持,100,63,0.3,15.2,54
2025/4/7 9:19,KMC2025040701A200,洗浄,高温保持,100.2,68.1,0.3,14.9,54.5
2025/4/7 9:20,KMC2025040701A200,洗浄,高温保持,100.3,95.4,0.3,15.7,54.1
2025/4/7 9:21,KMC2025040701A200,洗浄,高温保持,100.4,95.6,0.3,15.2,55.1
2025/4/7 9:22,KMC2025040701A200,洗浄,高温保持,100.3,95.8,0.3,15.3,54.9
2025/4/7 9:23,KMC2025040701A200,洗浄,高温保持,100.2,95.6,0.3,14.5,54.2
2025/4/7 9:24,KMC2025040701A200,洗浄,高温保持,100,95.6,0.3,15.2,54.4
2025/4/7 9:25,KMC2025040701A200,洗浄,高温保持,99.8,95.4,0.3,14.3,55
2025/4/7 9:26,KMC2025040701A200,洗浄,高温保持,99.7,95.3,0.3,14.5,54.2
2025/4/7 9:27,KMC2025040701A200,洗浄,高温保持,99.6,95.5,0.3,15,54.8
2025/4/7 9:28,KMC2025040701A200,洗浄,冷却,16.9,95.5,0.15,14.9,54.5
2025/4/7 9:29,KMC2025040701A200,洗浄,冷却,17.2,95.6,0.15,15.2,54.9
2025/4/7 9:30,KMC2025040701A200,洗浄,冷却,17.7,91.5,0.15,15.7,54.8
2025/4/7 9:31,KMC2025040701A200,洗浄,冷却,17,87.3,0.15,15,55
2025/4/7 9:32,KMC2025040701A200,洗浄,冷却,17.2,83.7,0.15,15.2,55.5
2025/4/7 9:33,KMC2025040701A200,洗浄,冷却,16.5,80.1,0.15,14.5,54.2
2025/4/7 9:34,KMC2025040701A200,洗浄,冷却,17.7,76.9,0.15,15.7,54.1
2025/4/7 9:35,KMC2025040701A200,洗浄,冷却,17.3,73.7,0.15,15.3,54.4
2025/4/7 9:36,KMC2025040701A200,洗浄,冷却,17,70.7,0.15,15,55.8
2025/4/7 9:37,KMC2025040701A200,洗浄,冷却,16.3,67.8,0.15,14.3,55.7
2025/4/7 9:38,KMC2025040701A200,洗浄,冷却,16,65.2,0.15,14,55.8
2025/4/7 9:39,KMC2025040701A200,洗浄,冷却,16.5,62.6,0.15,14.5,55.8
2025/4/7 9:40,KMC2025040701A200,洗浄,冷却,16.5,60.3,0.15,14.5,54.7
2025/4/7 9:41,KMC2025040701A200,洗浄,冷却,18.4,58.2,0.15,16.4,55.3
2025/4/7 9:42,KMC2025040701A200,洗浄,冷却,17.5,56.1,0.15,15.5,54
2025/4/7 9:43,KMC2025040701A200,洗浄,冷却,17.8,54.3,0.15,15.8,54.8
2025/4/7 9:44,KMC2025040701A200,洗浄,冷却,16.2,52.4,0.15,14.2,55.6
2025/4/7 9:45,KMC2025040701A200,洗浄,冷却,17.7,50.6,0.15,15.7,55.5
